0.000,0.125,0.937,0.500
0.000,0.000,1.000,0.500
0.000,0.114,0.943,0.500
0.000,0.286,0.857,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.702,0.649,0.500
0.000,0.067,0.967,0.500
0.000,0.502,0.749,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.310,0.845,0.500
0.839,0.153,0.157,1.000
0.000,0.125,0.937,0.500
0.000,0.808,0.596,0.500
0.000,0.412,0.794,0.500
0.000,0.592,0.704,0.500
0.000,0.314,0.843,0.500
0.000,0.663,0.669,0.500
0.000,0.000,1.000,0.500
0.000,0.110,0.945,0.500
0.000,0.000,1.000,0.500
0.000,0.373,0.814,0.500
0.000,0.557,0.722,0.500
0.000,0.698,0.651,0.500
0.000,0.490,0.755,0.500
0.000,0.714,0.643,0.500
0.000,0.216,0.892,0.500
0.000,0.588,0.706,0.500
0.000,0.133,0.933,0.500
0.000,0.004,0.998,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.780,0.610,0.500
0.000,0.557,0.722,0.500
0.000,0.812,0.594,0.500
0.000,0.098,0.951,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.243,0.878,0.500
0.000,0.447,0.776,0.500
0.000,0.000,1.000,0.500
0.000,0.216,0.892,0.500
0.000,0.165,0.918,0.500
0.000,0.482,0.759,0.500
0.000,0.043,0.978,0.500
0.000,0.110,0.945,0.500
0.000,0.165,0.918,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.267,0.867,0.500
0.000,0.467,0.767,0.500
0.000,0.000,1.000,0.500
0.000,0.239,0.880,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.498,0.751,0.500
0.000,0.341,0.829,0.500
0.000,0.392,0.804,0.500
0.000,0.180,0.910,0.500
0.000,0.157,0.922,0.500
0.000,0.075,0.963,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.804,0.598,0.500
0.000,0.333,0.833,0.500
0.000,0.486,0.757,0.500
0.000,0.580,0.710,0.500
0.000,0.000,1.000,0.500
0.000,0.604,0.698,0.500
0.000,0.533,0.733,0.500
0.000,0.498,0.751,0.500
0.000,0.247,0.876,0.500
0.000,0.745,0.627,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.110,0.945,0.500
0.000,0.000,1.000,0.500
0.000,0.749,0.625,0.500
0.000,0.000,1.000,0.500
0.000,0.098,0.951,0.500
0.000,0.027,0.986,0.500
0.000,0.333,0.833,0.500
0.000,0.110,0.945,0.500
0.000,0.353,0.824,0.500
0.000,0.494,0.753,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.698,0.651,0.500
0.000,0.816,0.592,0.500
0.000,0.620,0.690,0.500
0.000,0.000,1.000,0.500
0.000,0.216,0.892,0.500
0.000,0.624,0.688,0.500
0.000,0.643,0.678,0.500
0.000,0.733,0.633,0.500
0.000,0.808,0.596,0.500
0.000,0.000,1.000,0.500
0.000,0.153,0.924,0.500
0.000,0.388,0.806,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.361,0.820,0.500
0.000,0.596,0.702,0.500
0.000,0.180,0.910,0.500
0.000,0.188,0.906,0.500
0.000,0.094,0.953,0.500
0.000,0.455,0.773,0.500
0.000,0.000,1.000,0.500
0.000,0.353,0.824,0.500
0.000,0.765,0.618,0.500
0.000,0.698,0.651,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.059,0.971,0.500
0.000,0.000,1.000,0.500
0.000,0.078,0.961,0.500
0.000,0.690,0.655,0.500
0.000,0.043,0.978,0.500
0.000,0.635,0.682,0.500
0.000,0.000,1.000,0.500
0.000,0.255,0.873,0.500
0.000,0.482,0.759,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.596,0.702,0.500
0.000,0.051,0.975,0.500
0.000,0.384,0.808,0.500
0.000,0.427,0.786,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.129,0.935,0.500
0.000,0.424,0.788,0.500
0.000,0.153,0.924,0.500
0.000,0.800,0.600,0.500
0.000,0.000,1.000,0.500
0.000,0.455,0.773,0.500
0.000,0.361,0.820,0.500
0.000,0.000,1.000,0.500
0.000,0.537,0.731,0.500
0.000,0.737,0.631,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.357,0.822,0.500
0.000,0.055,0.973,0.500
0.000,0.047,0.976,0.500
0.000,0.016,0.992,0.500
0.000,0.000,1.000,0.500
0.000,0.435,0.782,0.500
0.000,0.000,1.000,0.500
0.000,0.271,0.865,0.500
0.000,0.263,0.869,0.500
0.000,0.698,0.651,0.500
0.000,0.275,0.863,0.500
0.000,0.678,0.661,0.500
0.000,0.780,0.610,0.500
0.000,0.533,0.733,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.620,0.690,0.500
0.000,0.000,1.000,0.500
0.000,0.318,0.841,0.500
0.000,0.353,0.824,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.796,0.602,0.500
0.000,0.678,0.661,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.000,1.000,0.500
0.000,0.251,0.875,0.500
0.000,0.000,1.000,0.500
0.000,0.561,0.720,0.500
0.000,0.000,1.000,0.500
0.000,0.357,0.822,0.500
0.000,0.588,0.706,0.500
0.000,0.686,0.657,0.500
0.000,0.616,0.692,0.500
0.000,0.141,0.929,0.500
0.000,0.075,0.963,0.500
0.000,0.000,1.000,0.500
0.000,0.816,0.592,0.500
