-0.386,-0.309,1.000
-0.116,-0.551,1.000
-0.449,-0.376,1.000
-0.231,-0.095,0.500
0.002,0.072,0.250
0.054,0.420,1.000
0.033,-0.059,0.250
-0.201,0.256,0.750
0.047,-0.125,0.250
-0.355,0.375,1.000
-0.485,-0.399,1.000
0.235,-0.010,0.500
-0.067,-0.107,0.250
-0.116,-0.226,0.500
0.198,-0.273,0.750
0.497,0.184,1.000
0.092,-0.465,1.000
-0.107,-0.025,0.250
-0.415,-0.106,1.000
-0.017,-0.151,0.500
-0.253,-0.396,0.750
-0.100,-0.169,0.500
-0.428,0.012,1.000
0.192,0.023,0.500
-0.441,0.341,1.000
-0.352,0.322,1.000
-0.034,0.495,1.000
0.036,-0.437,1.000
-0.056,0.177,0.500
-0.075,-0.153,0.500
0.234,0.429,1.000
-0.049,0.015,0.250
-0.009,-0.074,0.250
-0.411,-0.537,1.000
-0.182,0.013,0.500
0.238,0.351,1.000
-0.236,-0.640,1.000
-0.316,-0.188,0.750
-0.478,-0.015,1.000
0.048,0.071,0.250
-0.049,0.082,0.250
0.505,-0.142,1.000
-0.195,-0.245,0.750
0.073,-0.237,0.500
0.221,0.269,0.750
0.555,0.170,1.000
-0.043,-0.111,0.250
-0.092,0.332,0.750
0.106,-0.324,0.750
-0.078,-0.240,0.500
0.164,-0.072,0.500
0.583,-0.095,1.000
0.074,0.203,0.500
0.064,0.162,0.500
-0.065,-0.354,0.750
-0.226,0.243,0.750
0.595,0.224,1.000
0.248,-0.034,0.750
-0.455,-0.089,1.000
0.163,0.366,1.000
0.483,0.246,1.000
0.491,0.137,1.000
-0.316,0.320,1.000
0.021,-0.093,0.250
0.016,-0.041,0.250
0.184,0.304,0.750
0.274,0.045,0.750
0.051,0.490,1.000
-0.076,0.133,0.500
-0.440,0.018,1.000
0.264,-0.386,1.000
-0.259,0.312,0.750
-0.456,-0.811,1.000
-0.068,-0.239,0.500
0.294,-0.380,1.000
0.215,0.301,0.750
-0.393,-0.170,1.000
0.242,-0.345,1.000
0.325,-0.237,1.000
0.107,0.299,0.750
-0.109,-0.229,0.500
-0.365,-0.268,1.000
0.124,0.046,0.500
-0.245,-0.145,0.750
0.102,-0.495,1.000
0.435,0.245,1.000
-0.394,0.516,1.000
-0.079,-0.109,0.500
-0.131,0.246,0.750
0.059,0.305,0.750
-0.164,0.303,0.750
0.180,0.128,0.500
-0.217,0.135,0.500
0.708,0.013,1.000
0.074,-0.002,0.250
-0.058,0.189,0.500
0.265,0.091,0.750
-0.285,0.002,0.750
0.202,0.355,1.000
0.089,-0.019,0.250
0.088,-0.182,0.500
0.139,0.041,0.500
0.523,-0.033,1.000
-0.343,-0.212,0.750
-0.368,-0.443,1.000
-0.162,0.005,0.500
0.283,-0.376,1.000
-0.003,-0.113,0.250
0.247,0.404,1.000
0.169,-0.029,0.500
0.134,-0.334,0.750
0.086,0.375,0.750
-0.151,0.520,1.000
0.156,-0.452,1.000
-0.242,0.178,0.750
-0.237,-0.533,1.000
0.153,-0.308,0.750
-0.317,-0.511,1.000
0.205,0.193,0.750
-0.487,-0.035,1.000
0.311,0.147,0.750
-0.063,0.077,0.250
-0.275,0.085,0.750
-0.022,-0.239,0.500
-0.012,-0.217,0.500
0.645,0.065,1.000
-0.475,0.191,1.000
-0.032,-0.041,0.250
0.098,0.073,0.500
0.333,-0.289,1.000
-0.293,0.017,0.750
0.355,0.070,0.750
-0.481,0.148,1.000
-0.165,0.183,0.500
0.095,0.010,0.250
-0.091,0.375,0.750
0.156,0.223,0.500
0.339,0.170,0.750
0.431,0.325,1.000
-0.225,0.082,0.500
0.379,-0.144,1.000
0.018,-0.083,0.250
-0.099,0.100,0.500
-0.199,0.185,0.500
-0.124,-0.262,0.750
0.033,0.266,0.500
0.477,-0.103,1.000
-0.027,0.185,0.500
-0.109,-0.264,0.750
0.176,0.460,1.000
-0.037,-0.114,0.250
-0.463,0.156,1.000
0.297,-0.246,0.750
-0.144,0.133,0.500
-0.065,-0.584,1.000
-0.488,0.356,1.000
0.032,-0.178,0.500
0.140,0.208,0.500
0.148,-0.197,0.500
0.336,0.116,0.750
-0.339,-0.184,0.750
-0.326,-0.223,0.750
-0.481,0.147,1.000
0.203,0.110,0.500
0.657,0.182,1.000
-0.324,-0.394,1.000
-0.044,-0.212,0.500
0.091,0.006,0.250
-0.225,0.386,0.750
-0.147,0.045,0.500
0.148,-0.157,0.500
0.284,0.162,0.750
0.031,0.000,0.250
0.141,0.486,1.000
-0.098,0.065,0.250
0.278,-0.401,1.000
-0.488,0.111,1.000
0.319,-0.233,0.750
-0.332,0.004,0.750
0.000,-0.006,0.250
-0.133,-0.070,0.500
-0.476,0.342,1.000
-0.307,0.211,0.750
-0.027,-0.410,0.750
0.396,0.104,0.750
0.272,-0.298,1.000
0.245,-0.436,1.000
-0.312,-0.149,0.750
0.028,-0.539,1.000
-0.356,-0.122,0.750
-0.289,-0.088,0.750
0.091,0.118,0.500
0.193,0.231,0.750
0.116,0.028,0.500
-0.370,0.067,0.750
-0.189,-0.530,1.000
0.483,0.288,1.000
-0.363,0.205,1.000
-0.345,-0.123,0.750
-0.164,0.141,0.500
0.030,-0.109,0.250
0.448,0.004,1.000
-0.230,-0.458,1.000
-0.366,-0.240,1.000
0.105,-0.395,1.000
0.086,-0.035,0.250
-0.203,-0.062,0.500
-0.304,-0.426,1.000
-0.027,-0.196,0.500
0.005,-0.183,0.500
0.010,0.451,1.000
0.022,-0.197,0.500
-0.396,0.081,1.000
0.019,-0.165,0.500
-0.097,-0.479,1.000
-0.029,-0.218,0.500
-0.443,0.026,1.000
-0.097,-0.600,1.000
0.024,0.410,0.750
0.296,-0.147,0.750
-0.000,-0.098,0.250
0.022,-0.325,0.750
-0.008,-0.060,0.250
-0.025,0.197,0.500
0.018,-0.243,0.500
0.033,0.496,1.000
-0.200,-0.089,0.500
-0.237,0.176,0.750
-0.217,0.250,0.750
-0.075,0.039,0.250
0.112,-0.055,0.500
-0.224,0.269,0.750
0.028,0.058,0.250
0.544,-0.195,1.000
-0.259,0.137,0.750
0.085,-0.303,0.750
0.172,-0.057,0.500
0.436,0.274,1.000
-0.474,0.507,1.000
0.338,-0.084,0.750
0.467,-0.041,1.000
-0.007,-0.302,0.750
0.365,-0.256,1.000
0.174,-0.252,0.750
-0.453,0.701,1.000
-0.189,0.485,1.000
-0.048,-0.056,0.250
0.200,0.202,0.750
0.058,0.123,0.500
0.351,-0.047,0.750
-0.035,-0.132,0.250
0.183,0.037,0.500
0.170,-0.440,1.000
-0.227,-0.524,1.000
-0.377,0.428,1.000
-0.025,-0.033,0.250
0.065,0.386,0.750
-0.314,0.667,1.000
-0.233,0.051,0.500
0.109,0.434,1.000
0.032,0.169,0.500
0.329,0.186,0.750
-0.330,0.099,0.750
0.025,0.269,0.750
0.037,-0.272,0.500
0.019,0.029,0.250
0.235,-0.433,1.000
-0.286,-0.709,1.000
-0.089,0.263,0.750
0.517,-0.247,1.000
0.005,-0.273,0.500
-0.002,-0.162,0.500
-0.258,-0.214,0.750
0.324,-0.309,1.000
-0.035,-0.018,0.250
-0.319,-0.007,0.750
0.024,-0.083,0.250
0.376,-0.279,1.000
0.319,-0.218,0.750
0.118,0.380,0.750
-0.194,-0.041,0.500
-0.401,0.039,1.000
0.183,-0.055,0.500
-0.006,0.102,0.250
-0.409,-0.004,1.000
0.160,0.333,0.750
0.609,0.130,1.000
0.719,-0.155,1.000
0.206,0.349,1.000
0.044,0.077,0.250
0.067,-0.267,0.500
0.035,-0.119,0.250
0.118,-0.005,0.500
0.095,0.448,1.000
0.012,0.377,0.750
-0.291,0.461,1.000
0.617,0.163,1.000
0.188,0.141,0.500
0.587,0.212,1.000
-0.080,0.168,0.500
-0.369,0.436,1.000
0.601,0.167,1.000
0.071,0.068,0.250
-0.193,-0.275,0.750
-0.324,0.309,1.000
-0.341,-0.641,1.000
-0.357,0.083,0.750
-0.151,-0.490,1.000
-0.474,0.086,1.000
0.116,0.002,0.250
-0.237,-0.095,0.750
0.034,0.378,0.750
0.111,-0.191,0.500
0.084,-0.016,0.250
0.296,0.119,0.750
-0.182,-0.604,1.000
0.142,-0.303,0.750
0.310,0.087,0.750
0.286,0.086,0.750
-0.198,0.341,0.750
0.238,0.048,0.500
0.116,0.272,0.750
0.267,-0.388,1.000
0.006,0.550,1.000
-0.397,-0.069,1.000
-0.175,-0.658,1.000
0.191,-0.322,0.750
0.219,0.054,0.500
-0.097,-0.595,1.000
-0.271,-0.002,0.750
-0.214,-0.198,0.750
-0.024,0.007,0.250
-0.124,-0.559,1.000
-0.117,0.470,1.000
0.086,-0.254,0.500
0.688,0.095,1.000
-0.145,-0.002,0.500
-0.312,0.136,0.750
-0.209,0.184,0.750
0.375,-0.235,1.000
0.271,0.291,0.750
0.036,0.277,0.750
-0.146,-0.344,0.750
-0.141,0.031,0.500
-0.011,0.159,0.500
-0.184,0.342,0.750
-0.086,-0.444,0.750
0.322,-0.107,0.750
0.148,-0.123,0.500
0.186,0.434,1.000
0.548,0.237,1.000
-0.487,-0.557,1.000
-0.126,0.048,0.250
0.175,-0.194,0.750
0.159,-0.106,0.500
0.088,-0.452,1.000
0.062,0.372,0.750
-0.044,-0.019,0.250
0.143,0.337,0.750
0.070,-0.381,0.750
-0.213,-0.032,0.500
0.153,0.386,1.000
0.267,-0.179,0.750
-0.072,0.064,0.250
0.065,-0.338,0.750
0.196,-0.337,0.750
0.242,-0.172,0.750
-0.175,0.296,0.750
0.339,0.346,1.000
0.163,-0.242,0.750
-0.175,0.056,0.500
-0.262,-0.212,0.750
-0.083,-0.242,0.500
0.140,-0.364,0.750
0.413,-0.133,1.000
0.286,0.329,1.000
-0.033,-0.413,0.750
0.512,0.166,1.000
0.212,-0.081,0.500
-0.336,0.106,0.750
-0.000,0.044,0.250
-0.212,0.360,0.750
-0.497,0.251,1.000
-0.030,-0.230,0.500
-0.088,0.381,0.750
0.013,-0.067,0.250
0.067,-0.019,0.250
0.360,-0.300,1.000
0.072,-0.132,0.500
0.074,-0.052,0.250
-0.441,0.341,1.000
0.179,0.409,1.000
-0.212,-0.172,0.750
-0.143,-0.581,1.000
-0.346,-0.223,0.750
-0.214,0.586,1.000
0.064,0.505,1.000
0.136,0.383,1.000
0.442,0.127,1.000
-0.011,-0.374,0.750
0.294,0.189,0.750
-0.474,0.674,1.000
-0.192,0.228,0.750
0.150,0.085,0.500
0.201,-0.241,0.750
0.131,-0.134,0.500
0.258,0.154,0.750
0.218,-0.132,0.500
0.083,0.273,0.750
-0.241,0.084,0.750
-0.367,-0.545,1.000
-0.283,0.014,0.750
0.420,0.203,1.000
0.208,-0.117,0.500
-0.471,-0.301,1.000
-0.218,0.153,0.500
-0.210,0.087,0.500
0.166,0.153,0.500
0.075,-0.108,0.500
-0.013,0.308,0.750
-0.135,-0.283,0.750
0.212,-0.148,0.750
-0.315,0.422,1.000
0.248,-0.092,0.750
-0.082,-0.256,0.750
0.482,-0.270,1.000
-0.112,-0.129,0.500
-0.411,0.171,1.000
0.020,-0.304,0.750
0.132,-0.200,0.500
-0.255,-0.340,0.750
-0.213,-0.088,0.500
0.121,0.050,0.500
0.045,0.137,0.500
-0.095,0.170,0.500
-0.277,0.505,1.000
-0.250,-0.140,0.750
-0.391,0.305,1.000
0.551,-0.164,1.000
0.426,-0.065,1.000
-0.168,-0.046,0.500
-0.453,0.361,1.000
-0.409,0.078,1.000
-0.074,0.383,0.750
0.095,0.238,0.500
0.560,0.177,1.000
-0.383,-0.314,1.000
-0.400,-0.396,1.000
0.088,0.087,0.500
-0.144,-0.213,0.750
0.039,-0.434,1.000
-0.139,0.264,0.750
-0.299,-0.054,0.750
0.003,0.083,0.250
-0.421,0.510,1.000
0.855,-0.025,1.000
-0.301,-0.365,1.000
-0.030,0.414,0.750
-0.238,0.092,0.750
0.147,-0.223,0.750
0.109,-0.305,0.750
-0.236,-0.061,0.500
-0.082,0.124,0.500
0.192,-0.461,1.000
0.160,-0.001,0.500
-0.149,0.112,0.500
0.192,0.282,0.750
0.314,-0.124,0.750
-0.082,-0.032,0.250
-0.284,-0.305,0.750
-0.341,0.085,0.750
-0.197,-0.216,0.750
0.180,0.184,0.500
0.040,0.095,0.250
-0.005,-0.320,0.750
0.133,-0.246,0.750
0.443,0.176,1.000
-0.227,0.622,1.000
0.010,0.170,0.500
-0.311,-0.302,0.750
0.091,-0.324,0.750
0.212,0.304,0.750
0.212,0.345,1.000
-0.430,-0.049,1.000
-0.098,0.260,0.750
0.000,0.327,0.750
0.380,-0.185,1.000
0.058,-0.103,0.250
-0.285,0.256,0.750
0.005,-0.317,0.750
0.014,0.006,0.250
-0.297,0.189,0.750
0.443,0.030,1.000
-0.016,0.051,0.250
0.276,-0.059,0.750
-0.229,0.052,0.500
-0.106,0.052,0.250
0.059,-0.037,0.250
-0.434,0.663,1.000
0.177,-0.064,0.500
-0.090,-0.201,0.500
0.179,0.074,0.500
0.233,0.069,0.500
-0.103,0.084,0.250
-0.035,0.164,0.500
-0.344,-0.347,1.000
-0.500,0.276,1.000
0.045,0.221,0.500
0.133,0.123,0.500
-0.212,0.066,0.500
-0.415,-0.098,1.000
0.285,-0.008,0.750
-0.110,0.041,0.250
0.104,0.273,0.750
0.215,0.307,0.750
0.116,0.469,1.000
0.201,0.099,0.500
0.513,0.281,1.000
-0.340,0.539,1.000
-0.286,0.272,0.750
-0.466,0.281,1.000
0.029,-0.513,1.000
0.206,0.152,0.500
0.120,-0.179,0.500
-0.188,0.620,1.000
0.476,0.249,1.000
-0.094,-0.386,0.750
-0.096,-0.214,0.500
0.084,0.296,0.750
-0.188,-0.096,0.500
-0.236,-0.101,0.750
-0.304,0.402,1.000
-0.363,-0.444,1.000
0.030,0.300,0.750
0.006,-0.000,0.250
-0.049,0.384,0.750
0.371,-0.329,1.000
-0.041,-0.298,0.750
0.199,0.224,0.750
0.463,-0.098,1.000
-0.410,-0.348,1.000
-0.377,-0.627,1.000
-0.280,-0.157,0.750
-0.381,0.184,1.000
0.029,-0.318,0.750
-0.043,0.210,0.500
-0.091,0.147,0.500
-0.246,0.599,1.000
-0.238,-0.303,0.750
-0.201,-0.471,1.000
0.060,-0.040,0.250
-0.349,0.755,1.000
-0.174,-0.167,0.500
-0.334,-0.557,1.000
0.371,0.301,1.000
0.107,0.007,0.250
-0.251,-0.007,0.750
-0.172,0.127,0.500
0.277,0.104,0.750
0.243,-0.209,0.750
